page,row_on_page,title,episode_date,summary,transcript_url,slug,episode_type,year
14,13,Why We Need Sex Scenes in Movies and Fair Play,2023-10-13,"Sean and Amanda review a trio of moviesFair Play (1:00), The Royal Hotel (30:00), and Cat Person (40:00)before having a wider conversation abo...",https://podscripts.co/podcasts/the-big-picture/why-we-need-sex-scenes-in-movies-and-fair-play,why-we-need-sex-scenes-in-movies-and-fair-play,interview,2023
14,14,Best Picture Power Rankings and Wes Andersons Oscar Chances,2023-10-10,Sean and Amanda discuss the quartet of Wes Anderson short films that dropped on Netflix and the trend of established auteurs exploring the short film...,https://podscripts.co/podcasts/the-big-picture/best-picture-power-rankings-and-wes-andersons-oscar-chances,best-picture-power-rankings-and-wes-andersons-oscar-chances,oscar,2023
14,15,The Horror Oscars and The Exorcist: Believer,2023-10-06,"Sean is joined by Chris Ryan to review the latest film in the Exorcist universe, The Exorcist: Believer (1:00). Then, they discuss the ways that h...",https://podscripts.co/podcasts/the-big-picture/the-horror-oscars-and-the-exorcist-believer,the-horror-oscars-and-the-exorcist-believer,oscar,2023
14,16,The Martin Scorsese Hall of Fame,2023-10-03,"With Killers of the Flower Moon just weeks away, Sean, Amanda, and Chris gather to run through the long list of films that Martin Scorsese has made...",https://podscripts.co/podcasts/the-big-picture/the-martin-scorsese-hall-of-fame,the-martin-scorsese-hall-of-fame,ranking,2023
14,17,"The 21st Century Sci-Fi Canon, The Creator, and No One Will Save You",2023-09-29,"The 21st Century Sci-Fi Canon, The Creator, and No One Will Save You Sean is joined by Chris Ryan to discuss all things science fiction. First, th...",https://podscripts.co/podcasts/the-big-picture/the-21st-century-sci-fi-canon-the-creator-and-no-one-will-save-you,the-21st-century-sci-fi-canon-the-creator-and-no-one-will-save-you,standard,2023
14,18,Stop Making Sense and the Top 5 Concert Films,2023-09-26,"Sean and Amanda briefly discuss the news that the Writers Guild of America has a tentative agreement with the AMPTP to end their strike (1:00), before...",https://podscripts.co/podcasts/the-big-picture/stop-making-sense-and-the-top-5-concert-films,stop-making-sense-and-the-top-5-concert-films,ranking,2023
14,19,The Top 10 Garbage Cash Movies and Dumb Money,2023-09-22,"Sean, Amanda, and Chris review Dumb Money, Craig Gillespies new movie based on the events of the 2021 Wall Street GameStop short (1:00). Then, they...",https://podscripts.co/podcasts/the-big-picture/the-top-10-garbage-cash-movies-and-dumb-money,the-top-10-garbage-cash-movies-and-dumb-money,ranking,2023
14,20,A Haunting in Venice and the Top 5 Haunted House Movies,2023-09-19,"Sean and Amanda review Kenneth Branaghs third Agatha Christie adaptation, A Haunting in Venice (1:00), before expanding their thoughts on haunted h...",https://podscripts.co/podcasts/the-big-picture/a-haunting-in-venice-and-the-top-5-haunted-house-movies,a-haunting-in-venice-and-the-top-5-haunted-house-movies,ranking,2023
15,2,The 20 Most Intriguing Movies of the Fall and the Best of the Toronto International Film Festival,2023-09-15,"Sean and Amanda are joined by Ringer contributor and film critic Adam Nayman to discuss the highs, lows, and shifting culture of the Toronto Internati...",https://podscripts.co/podcasts/the-big-picture/the-20-most-intriguing-movies-of-the-fall-and-the-best-of-the-toronto-international-film-festival,the-20-most-intriguing-movies-of-the-fall-and-the-best-of-the-toronto-international-film-festival,standard,2023
15,3,The Denzel Washington Draft,2023-09-12,"We are drafting again! Sean, Amanda, and Chris Ryan are joined by Bill Simmons and Van Lathan for a draft of the best Denzel Washington movies. Hosts...",https://podscripts.co/podcasts/the-big-picture/the-denzel-washington-draft,the-denzel-washington-draft,draft,2023
15,4,600th Episode Mega Mailbag Extravaganza,2023-09-08,"To celebrate Episode 600, Sean and Amanda open up the mailbag to answer your questions about how they watch movies, Martin Scorsese, whats changed in...",https://podscripts.co/podcasts/the-big-picture/600th-episode-mega-mailbag-extravaganza,600th-episode-mega-mailbag-extravaganza,mailbag,2023
15,5,10 Way-Too-Early Oscar Predictions and the Best Movies at Telluride and Venice,2023-09-06,"After their respective trips to Colorado and Italy, Sean and Amanda convene to discuss the movies they watched at Telluride and Venice Film Festivals,...",https://podscripts.co/podcasts/the-big-picture/10-way-too-early-oscar-predictions-and-the-best-movies-at-telluride-and-venice,10-way-too-early-oscar-predictions-and-the-best-movies-at-telluride-and-venice,oscar,2023
15,6,The 2006 Movie Draft,2023-08-31,"We are drafting again! Sean, Amanda, and Chris Ryan reunite for a draft of the best movies of 2006. Hosts: Sean Fennessey and Amanda Dobbins Guest: C...",https://podscripts.co/podcasts/the-big-picture/the-2006-movie-draft,the-2006-movie-draft,draft,2023
15,7,"'Dune 2' Pushed Back, Barbenheimers $2 Billion, and Everything We Missed While We Were Out",2023-08-28,"Were back! Sean and Amanda discuss all the movies they missed, the big stories out of Hollywood, and much more (1:00). Then, Sean is joined by Botto...",https://podscripts.co/podcasts/the-big-picture/dune-2-pushed-back-barbenheimers-2-billion-and-everything-we-missed-while-we-were-out,dune-2-pushed-back-barbenheimers-2-billion-and-everything-we-missed-while-we-were-out,standard,2023
15,8,8. I Love America | Do We Get to Win This Time?,2023-08-25,"Oliver Stone returns to Vietnam with Born on the Fourth of Julya movie that closes out the 80s, as well as the Vietnam movie boom. But Forrest Gu...",https://podscripts.co/podcasts/the-big-picture/8-i-love-america-do-we-get-to-win-this-time,8-i-love-america-do-we-get-to-win-this-time,interview,2023
15,9,7. Aint War Hell? | Do We Get to Win This Time?,2023-08-23,"In the late 80s, a new wave of big-studio hits like Full Metal Jacket and Good Morning, Vietnam introduces young moviegoers to Vietnamand helps...",https://podscripts.co/podcasts/the-big-picture/7-aint-war-hell-do-we-get-to-win-this-time,7-aint-war-hell-do-we-get-to-win-this-time,standard,2023
15,10,6. I Am Reality | Do We Get to Win This Time?,2023-08-21,Oliver Stones harrowing and heartbreaking Vietnam drama Platoon becomes a worldwide phenomenon in 1986and signals the beginning of the Vietnam mov...,https://podscripts.co/podcasts/the-big-picture/6-i-am-reality-do-we-get-to-win-this-time,6-i-am-reality-do-we-get-to-win-this-time,standard,2023
15,11,5. Nothing Is Over | Do We Get to Win This Time?,2023-08-18,"In the early 1980s, as America is grappling with the fallout of Vietnam, a troubled big-screen vet named John Rambo launches an unlikely movie franchi...",https://podscripts.co/podcasts/the-big-picture/5-nothing-is-over-do-we-get-to-win-this-time,5-nothing-is-over-do-we-get-to-win-this-time,interview,2023
15,12,"4. Little by Little, We Went Insane | Do We Get to Win This Time?",2023-08-16,Apocalypse Now closes out the 1970s with the most ambitious Vietnam movie yet: a big-budget spectacle that will bring moviegoers closer than ever to...,https://podscripts.co/podcasts/the-big-picture/4-little-by-little-we-went-insane-do-we-get-to-win-this-time,4-little-by-little-we-went-insane-do-we-get-to-win-this-time,interview,2023
15,13,3. What a Strange Country | Do We Get to Win This Time?,2023-08-14,"In the late 70s, The Deer Hunter and Coming Home offer two very different visions of Vietnamand become unexpected hits. Together, theyd bring t...",https://podscripts.co/podcasts/the-big-picture/3-what-a-strange-country-do-we-get-to-win-this-time,3-what-a-strange-country-do-we-get-to-win-this-time,standard,2023
15,14,2. I Just Dont Talk About It | Do We Get to Win This Time?,2023-08-11,"Its the mid-70s, and Hollywood is still scared of Vietnam. But a series of dark and wildly entertaining B movies brings the war to the big screen, w...",https://podscripts.co/podcasts/the-big-picture/2-i-just-dont-talk-about-it-do-we-get-to-win-this-time,2-i-just-dont-talk-about-it-do-we-get-to-win-this-time,standard,2023
15,15,1. Give Em Hell | Do We Get to Win This Time?,2023-08-08,"In the late-60s, John Wayne stars in the first hit Vietnam movie: his controversial blockbuster The Green Berets. And the piercing documentary Hea...",https://podscripts.co/podcasts/the-big-picture/1-give-em-hell-do-we-get-to-win-this-time,1-give-em-hell-do-we-get-to-win-this-time,standard,2023
15,16,Prologue | Do We Get to Win This Time?,2023-08-08,The Deer Hunter.Apocalypse Now.First Blood.Platoon. Theyre among the hit films dealing with the Vietnam Wara conflict that divided movieg...,https://podscripts.co/podcasts/the-big-picture/prologue-do-we-get-to-win-this-time,prologue-do-we-get-to-win-this-time,interview,2023
15,17,"Sharks, Alligators, Piranhas, and the Top 10 Garbage Fish Movies",2023-08-04,Sean and Amanda are joined by Ringer contributor Brian Raftery to discuss his upcoming series Do We Get to Win This Time? How Hollywood Made the Viet...,https://podscripts.co/podcasts/the-big-picture/sharks-alligators-piranhas-and-the-top-10-garbage-fish-movies,sharks-alligators-piranhas-and-the-top-10-garbage-fish-movies,ranking,2023
15,18,The Top 5 Scariest Summer Movies and Talk to Me,2023-08-02,"Sean discusses Talk to Me, the horror movie of the summer, and his five scariest summer movies (1:00), before being joined by the directors of the f...",https://podscripts.co/podcasts/the-big-picture/the-top-5-scariest-summer-movies-and-talk-to-me,the-top-5-scariest-summer-movies-and-talk-to-me,ranking,2023
15,19,The Movie Star Liquor Taste Test,2023-07-31,"To celebrate Amandas birthday, Sean, Amanda, andBobbygather to taste the various liquors, wines, beers, and mixed drinks endorsed or owned by movie...",https://podscripts.co/podcasts/the-big-picture/the-movie-star-liquor-taste-test,the-movie-star-liquor-taste-test,standard,2023
15,20,The Barbie Deep Dive With Greta Gerwig!,2023-07-27,"Sean and Amanda are joined by Ringer-verse co-host Joanna Robinson to dive deep into Barbieits innovation, its performances, its overwhelming succe...",https://podscripts.co/podcasts/the-big-picture/the-barbie-deep-dive-with-greta-gerwig,the-barbie-deep-dive-with-greta-gerwig,interview,2023
16,1,"Barbie + Oppenheimer, a.k.a. Barbenheimer, Is Upon Us!",2023-07-21,The biggest movie weekend in years is finally here. Sean and Amanda discuss the theater-going experience surrounding Greta Gerwigs Barbie and Chris...,https://podscripts.co/podcasts/the-big-picture/barbie-oppenheimer-aka-barbenheimer-is-upon-us,barbie-oppenheimer-aka-barbenheimer-is-upon-us,standard,2023
16,2,"The Mission: Impossible Mailbag, and Movie Rankings",2023-07-18,"Sean and Amanda discuss the dramatic effect the SAG-AFTRA strike will have on the movie industry (1:00), before opening up the mailbag and answering a...",https://podscripts.co/podcasts/the-big-picture/the-mission-impossible-mailbag-and-movie-rankings,the-mission-impossible-mailbag-and-movie-rankings,mailbag,2023
16,3,"Mission: ImpossibleDead Reckoning Part One Is Here, and Its Spectacular",2023-07-12,"Sean and Amanda dive into one of their most anticipated movies in years, the return of Ethan Hunt and the Mission: Impossible franchise. Hosts: Sea...",https://podscripts.co/podcasts/the-big-picture/mission-impossible-dead-reckoning-part-one-is-here-and-its-spectacular,mission-impossible-dead-reckoning-part-one-is-here-and-its-spectacular,standard,2023
16,4,10 Movies We Missed This Year,2023-07-10,"Sean and Amanda dig into the years releases that they havent covered yet, including Joy Ride,Insidious: The Red Door,Elemental, and more. H...",https://podscripts.co/podcasts/the-big-picture/10-movies-we-missed-this-year,10-movies-we-missed-this-year,standard,2023
16,5,The 2023 Movie Auction Returns!,2023-07-07,"At the halfway point of this year, we take a look at the movies yet to be released and hold an auction for the ones were most excited about. Hosts:...",https://podscripts.co/podcasts/the-big-picture/the-2023-movie-auction-returns,the-2023-movie-auction-returns,standard,2023
16,6,The 10 Best Movies of 2023 ... So Far,2023-07-04,"Sean and Amanda call up an all-star rotation of Ringer colleagues and contributors to share their favorite movies this year so far, from superhero mov...",https://podscripts.co/podcasts/the-big-picture/the-10-best-movies-of-2023-so-far,the-10-best-movies-of-2023-so-far,retrospective,2023
16,7,Indiana Jones and the Dial of Destiny and the Indy Movie Rankings,2023-06-30,Sean and Amanda are joined by Ringer-verse host and Harrison Ford scholar Mallory Rubin to discuss the latest installment in the Indiana Jones franc...,https://podscripts.co/podcasts/the-big-picture/indiana-jones-and-the-dial-of-destiny-and-the-indy-movie-rankings,indiana-jones-and-the-dial-of-destiny-and-the-indy-movie-rankings,ranking,2023
16,8,The Harrison Ford Hall of Fame,2023-06-27,"Sean and Amanda are joined by Chris Ryan to discuss the life, legacy, and wonder of one of our great movie stars: Mr. Harrison Ford himself. On thecu...",https://podscripts.co/podcasts/the-big-picture/the-harrison-ford-hall-of-fame,the-harrison-ford-hall-of-fame,ranking,2023
16,9,Jennifer Lawrences Movie Star Playbook and No Hard Feelings,2023-06-23,Jennifer Lawrence is back in the center of a moviethis time a studio comedy. Sean and Amanda discuss the successes and shortcomings of No Hard Feeli...,https://podscripts.co/podcasts/the-big-picture/jennifer-lawrences-movie-star-playbook-and-no-hard-feelings,jennifer-lawrences-movie-star-playbook-and-no-hard-feelings,standard,2023
16,10,Asteroid City and the Wes Anderson Movie Rankings,2023-06-20,"Adam Nayman joins Sean and Amanda to discuss Wes Andersons career and filmmaking aesthetic before they dig into his latest film, Asteroid City (1:0...",https://podscripts.co/podcasts/the-big-picture/asteroid-city-and-the-wes-anderson-movie-rankings,asteroid-city-and-the-wes-anderson-movie-rankings,ranking,2023
16,11,"The Flash Is Here! Is It the ""Greatest Superhero Movie Ever""?",2023-06-16,"Hugely hyped and also facing controversy around its star, The Flash arrives at a complicated moment for superhero stories. Van Lathan joins Sean and...",https://podscripts.co/podcasts/the-big-picture/the-flash-is-here-is-it-the-greatest-superhero-movie-ever,the-flash-is-here-is-it-the-greatest-superhero-movie-ever,standard,2023
16,12,The 2001 Movie Draft,2023-06-13,"We are drafting again! Sean, Amanda, and Chris Ryan reunite for a draft of the best movies of 2001. Hosts: Sean Fennessey and Amanda Dobbins Guest: C...",https://podscripts.co/podcasts/the-big-picture/the-2001-movie-draft,the-2001-movie-draft,draft,2023
